ID,Category,Pos_b,Pos_e,Privacy
155,position,64,66,漫画家
155,position,68,70,插画家
155,name,71,72,西达
155,name,81,83,范圣芝
156,position,2,4,负责人
156,government,8,11,住保部门
156,name,55,57,张新颖
156,book,58,66,《沈从文的前半生》
156,scene,82,89,siladen岛
157,mobile,21,31,13636692738
157,organization,69,80,sweetygirl女子
158,name,28,30,黃怡玲
158,mobile,76,84,a33913636
158,mobile,88,101,＋886-911328948
158,mobile,103,117,＋86-13911455706
158,position,119,124,台湾流行歌手
159,organization,3,6,凯尔特人
159,organization,41,43,联盟杯
160,position,85,86,巡音
161,name,2,4,章金莱
161,address,9,10,上海
161,address,15,16,北京
161,address,18,19,绍兴
161,position,77,85,中国电视剧制作中心
161,position,86,87,演员
161,movie,96,100,《西游记》
162,address,24,31,上地信息产业基地
162,address,33,38,中关村科技园
162,scene,40,45,大望京商务区
162,organization,60,63,费耶诺德
162,movie,88,93,《变形金刚》
162,movie,95,99,《x战警》
162,movie,117,122,《魔法奇缘》
162,government,131,134,日本政府
162,address,142,146,索马里海域
162,company,172,175,邮储巨网
162,company,186,187,三农
162,organization,197,199,拉齐奥
162,company,201,207,eurobet
162,name,256,262,迈克尔·坎宁安
162,book,264,269,《时时刻刻》
162,scene,275,277,卡卡镇
162,scene,295,297,卡卡镇
162,scene,318,322,卡卡博物馆
162,name,324,325,姜山
162,organization,327,329,意大利
163,position,3,4,警察
163,government,69,80,四川省德阳市中江县公安局
163,position,81,82,民警
164,company,62,76,陈鸣杭州万泰房地产开发有限公司
164,position,77,80,副总经理
165,position,4,9,房地产估价师
165,organization,55,71,北京银地联合房地产土地评估有限公司
165,position,72,74,总经理
166,position,0,3,粤剧演员
166,movie,10,14,《重案组》
166,movie,31,36,《大话西游》
166,movie,87,92,《大话西游》
166,name,96,97,唐僧
167,company,3,5,肯德基
167,movie,32,35,爱情公寓
167,company,47,58,infinityward
167,game,65,71,《使命召唤6》
167,organization,111,118,深圳钟表行业协会
167,position,119,120,会长
167,name,121,123,李东升
167,position,126,127,记者
167,name,130,132,朱克】
167,position,145,146,专家
167,address,158,170,金融街争锋—丽泽金融商务区
167,game,179,185,《叛逆连队2》
167,scene,209,210,雪山
167,book,212,219,《第一财经周刊》
167,company,222,223,it
167,company,258,262,美军工企业
167,government,268,269,政府
167,position,277,278,书圣
167,name,279,281,王羲之
167,book,286,290,《平安帖》
167,company,296,297,嘉德
167,scene,319,322,罗斯小镇
167,address,332,336,塔斯马尼亚
167,scene,342,347,卡德奈特峡谷
167,company,388,391,立博公司
167,name,406,410,巴普蒂斯塔
167,name,412,414,皮萨罗
167,position,421,422,中卫
167,name,423,424,胡安
167,name,433,434,胡安
167,name,438,440,洛里亚
167,government,449,454,俄罗斯空天军
167,game,500,502,魔兽3
167,address,506,507,韩国
167,game,546,549,dota
167,company,618,621,中粮集团
167,company,623,626,益海嘉里
167,company,628,630,cbn
167,position,631,632,记者
167,organization,661,664,ac米兰
167,organization,681,683,拉齐奥
167,organization,700,702,拉齐奥
167,company,705,714,日本falcom公司
167,game,744,747,《伊苏》
167,organization,759,762,ac米兰
167,organization,770,774,桑普多利亚
167,organization,776,777,罗马
167,company,787,791,北京娱乐通
167,game,814,818,《红楼梦》
167,position,820,822,主教练
167,name,823,827,菲尔·布朗
167,name,829,837,philbrown
167,name,853,855,皮萨罗
167,movie,871,875,《指环王》
167,movie,886,891,《蜘蛛侠ⅱ》
167,movie,896,902,《谍影憧憧ⅲ》
167,position,904,906,艺术家
167,government,911,914,印度空军
167,address,941,947,西部拉贾斯坦邦
167,book,970,974,《ico》
167,book,976,982,《旺达与巨像》
167,name,984,987,上田文人
167,movie,989,994,《英雄不再》
167,name,996,999,须田刚一
167,book,1001,1005,《辐射3》
167,book,1006,1011,《天方夜谭》
167,company,1057,1060,福汇亚洲
167,company,1062,1065,美国嘉盛
168,organization,0,0,「
168,organization,20,27,尼德蘭童軍會活動
168,position,28,30,召集人
168,position,43,44,導師
168,position,75,78,营销总监
168,name,79,80,朱茜
169,movie,10,17,《舌尖上的中国》
169,movie,18,23,《精忠岳飞》
169,name,28,30,黄晓明
169,movie,36,42,《富春山居图》
169,position,57,60,特约撰稿
169,position,80,88,著名青年音乐作曲家
169,position,90,93,音乐制作
170,position,0,1,著名
170,position,2,7,小提琴艺术家
170,name,88,89,张乐
171,company,0,13,北京完美建信影视文化有限公司
171,position,14,16,经纪人
171,name,18,20,任力威
171,mobile,21,33,186-1144-4731
171,mobile,36,48,186-0005-0916
171,position,52,53,演员
171,name,54,56,赵晓苏
171,movie,60,68,《空中花园谋杀案》
172,name,68,75,red_hear
173,company,32,35,交通银行
173,address,45,47,大涌镇
173,government,99,103,海南保监局
173,address,112,113,海口
173,address,115,116,三亚
174,name,3,4,覃化
174,position,18,19,记者
174,game,54,59,《吉他英雄》
175,company,0,1,建行
175,name,6,7,姚明
175,company,24,27,科茨兄弟
175,government,51,54,英国政府
175,game,90,104,《大战略perfect3.0》
175,company,118,119,威廉
175,game,152,158,e-stars
175,address,177,184,首尔贸易展览中心
175,organization,195,197,洲际杯
175,organization,208,212,莫斯科球队
175,name,221,222,瓦伦
175,movie,247,250,《画皮》
175,name,252,253,周迅
175,name,255,256,陈坤
176,position,2,14,香港艺能艺人创作歌手吉他手
176,mobile,32,44,(852)60736228
176,name,72,74,顧芮寧
177,government,65,75,贵州省黔西南州委宣传部
177,position,76,80,网络科科长
177,name,81,83,龙瑞见
178,mobile,65,71,6706867
178,QQ,75,80,510750
179,position,2,4,思想者
179,position,6,13,中国作家协会会员
179,position,57,58,诗人
179,movie,86,91,《幻影之伤》
180,company,0,2,新华网
180,address,3,4,孟买
180,position,12,13,记者
180,name,14,15,聂云
180,organization,17,27,印度中央机械工程研究所
180,name,33,34,金庸
180,name,46,48,查良世
180,book,53,55,《明》
180,game,64,68,龙与地下城
180,game,70,86,dungeons&dragons)
180,game,95,97,dnd
180,position,101,102,主持
180,name,103,105,房桂岭
180,organization,116,118,桑德兰
180,organization,130,132,桑德兰
180,organization,156,158,g联赛
180,game,159,162,星际争霸
180,name,169,171,土豆明
180,name,173,175,黄慧明
180,movie,183,189,《兔兔大狂欢》
180,movie,191,201,《atonement）
180,name,218,219,李安
180,movie,223,232,《色，戒》（lust
180,organization,236,239,卡塔尼亚
180,organization,247,249,热那亚
180,organization,251,252,国米
180,organization,274,276,阿森纳
180,name,279,281,纳斯里
180,name,303,306,多梅内克
181,position,1,2,作者
181,book,9,14,《且试天下》
181,book,16,22,《兰因·璧月》
181,book,24,29,《天霜河白》
181,book,31,36,《凤影空来》
181,book,89,94,《且试天下》
182,mobile,52,62,13601331970
183,book,0,9,《遇见幸福，遇见爱》
183,position,10,11,作者
183,position,13,17,身心灵导师
183,position,32,36,文化代言人
183,position,50,54,畅销书作家
183,position,56,58,主持人
183,position,60,64,身心灵导师
183,book,68,77,《遇见幸福，遇见爱》
184,address,80,81,福州
184,position,84,88,时尚摄影师
185,position,0,4,汉政协委员
186,book,0,5,美国新闻周刊
186,organization,6,13,newsweek
186,book,27,34,《歌舞町案内人》
186,book,35,40,《日本有病》
186,position,44,45,作者
186,address,46,54,新宿歌舞伎町一番街
186,position,61,62,馆长
186,mobile,64,75,03–3207–8288
186,movie,78,81,歌舞伎町
186,position,87,90,专栏作家
186,name,91,93,李小牧
187,position,0,2,音乐人
187,name,3,4,杜昊
187,mobile,16,26,18601352958
187,company,62,74,北京创世者传媒科技有限公司
187,position,75,78,音乐总监
188,address,67,70,福建安溪
188,position,76,82,美庄村委会主任
188,name,83,85,林桂河
189,position,58,59,助理
189,name,60,62,梁先生
189,mobile,63,73,15902032403
189,position,75,80,青年京剧演员
189,position,89,102,广州广京艺苑京昆剧场运行总监
190,position,0,5,香港福音歌手
190,position,66,69,香港歌手
190,name,70,71,邓婉
191,position,6,7,作家
191,position,38,43,马来西亚作家
191,movie,56,62,《幸福的味道》
191,movie,63,71,《大哥头与小妹头》
192,organization,27,30,斯托克城
192,name,39,41,蒙塔里
192,company,57,59,深发展
192,company,61,62,广发
193,company,0,3,魅丽优品
193,position,4,5,作家
193,book,10,19,《214度恶龙王子》
193,movie,20,26,《恋人血族馆》
193,movie,27,36,《恋爱，倒数100》
193,position,64,65,作家
193,name,66,68,米米拉
193,book,73,81,《她和他和他和他》
193,movie,82,91,《穿lv的恶魔王子》
194,position,68,81,湖北省共青团关爱行动项目专员
195,organization,2,5,佛罗伦萨
195,organization,7,8,欧冠
195,scene,31,33,巴里岛
195,company,72,74,rbs
195,company,80,83,荷兰银行
195,scene,116,118,峨嵋山
196,company,18,28,寶麗來國際娛樂有限公司
196,position,56,59,台灣演員
196,position,61,63,主持人
197,game,12,15,dota
198,company,0,11,烟台正点广告设计有限公司
198,company,31,41,铭诺威服饰商贸有限公司
198,position,42,45,品牌顾问
198,position,75,77,摄影师
198,name,78,79,唐毅
199,government,2,5,韩国政府
199,government,25,26,美国
199,government,31,32,韩美
199,address,40,42,日本海
199,address,44,45,韩国
199,address,47,48,东海
199,movie,53,64,《哈利-波特与混血王子》
199,organization,71,73,维拉利
199,organization,100,102,马竞技
200,government,30,32,人居委
200,government,44,46,银监会
200,position,47,48,主席
200,name,49,51,刘明康
201,organization,0,7,上海莎莎舞蹈学校
201,position,8,10,创始人
201,position,13,19,上海莎莎舞教父
201,position,22,29,恋爱训练营创始人
201,mobile,35,45,40088-17335
201,organization,47,54,上海莎莎舞蹈学校
201,position,55,57,创始人
201,position,74,76,创始人
202,book,0,3,新浪娱乐
202,position,8,9,导演
202,name,11,12,何平
202,movie,37,42,《天地英雄》
202,government,45,46,央行
203,government,0,5,伊朗地面部队
203,address,53,54,亚庇
203,address,56,58,仙本那
203,scene,80,81,亚庇
203,scene,89,91,仙本那
203,game,104,109,《大明龙权》
203,position,136,137,记者
203,address,148,150,新街口
203,position,157,158,交警
203,government,168,174,【东乡县教育局
203,address,202,207,南京路步行街
204,book,21,27,《恶魔奏鸣曲》
204,book,28,38,《夜之琴女与耶稣之笛》
204,movie,39,45,《秀哉的夏天》
204,movie,46,52,《沉睡的女儿》
204,name,54,56,哥舒意
204,position,58,59,作家
204,book,64,70,《恶魔奏鸣曲》
204,book,71,81,《夜之琴女与耶稣之笛》
205,game,2,5,魔兽争霸
206,organization,36,43,香港职业泰拳联赛
206,position,56,59,武打演员
206,organization,60,68,武指墨功泰拳俱乐部
206,position,69,71,创始人
206,position,73,79,职业泰拳金腰带
206,position,88,91,武打演员
206,name,102,103,敬子
207,game,17,23,魔兽争霸iii
207,government,56,60,香港旅游局
208,government,15,21,广州民航管理局
208,company,40,41,国航
208,organization,46,49,亚特兰大
208,organization,64,67,那不勒斯
208,company,80,85,新浪彩票频道
208,position,90,91,编辑
208,game,102,104,星际2
208,government,127,129,国民党
208,government,134,136,解放军
208,address,164,165,南阳
208,scene,167,169,武侯祠
208,address,171,172,成都
208,scene,174,176,武侯祠
208,scene,178,180,汤阴的
208,scene,181,183,岳飞庙
208,scene,185,191,济南大明湖遐园
209,government,57,68,河南省罗山县公安交警大队
209,position,69,70,民警
210,book,3,10,《电脑游戏攻略》
210,organization,30,33,博洛尼亚
211,organization,0,5,《星星诗刊》
211,position,6,10,常务副主编
211,book,14,16,《幻影
211,book,18,25,《雪山之上的雪》
211,book,26,30,《九寨蓝》
211,movie,31,35,《紫禁城》
211,address,44,48,江西瑞金到
211,address,49,52,陕北延安
211,movie,67,70,《长征》
211,name,73,75,龚学敏
211,position,77,78,诗人
211,position,80,90,《星星诗刊》常务副主编
211,book,96,99,《九寨蓝
212,government,8,13,泉州市公安局
212,government,22,25,交警支队
212,position,34,37,刑侦专家
212,position,52,59,人民警察培训学校
212,position,60,63,客座教官
212,position,65,71,市警察协会顾问
212,organization,95,101,泉州市警察协会
212,position,102,103,顾问
213,name,22,23,方卓
213,name,35,36,姜武
213,name,38,39,王杰
213,name,47,49,田海蓉
213,name,51,52,蔡妍
213,name,54,56,tel
213,mobile,58,68,18613866608
213,name,70,70,林
213,position,73,79,知名演唱会导演
213,company,81,90,中聯傳媒股份有限公司
213,position,91,92,董事
214,organization,13,15,桑普多
214,organization,18,23,斯图加特盖蒂
214,address,80,86,丽泽金融商务区
215,company,0,7,华侨银行（中国）
216,address,11,16,子君村经适房
217,position,0,1,演员
217,movie,9,14,<灯火黄昏＞
217,movie,15,20,<女人无悔＞
217,movie,21,28,＜告诉我你爱我＞
217,movie,32,38,<戒烟不戒酒＞
217,organization,40,44,重庆电视台
217,position,59,61,主持人
217,position,63,64,演员
217,position,66,68,主持人
218,address,16,20,滇西南边陲
218,position,88,90,副部长
218,position,94,95,主任
219,scene,0,15,尖峰石阵thepinnacles
219,address,18,19,珀斯
219,address,29,36,南博格国家公园内
219,game,52,62,《quakelive》
219,game,95,103,《电子世界争霸战》
220,book,11,14,《简氏》
220,organization,46,48,阿森纳
221,book,36,42,《再见前半生》
221,company,51,60,河夏文化传播有限公司
221,book,68,75,《再见.前半生》
222,position,7,9,乐评人
222,position,11,15,资深媒体人
222,position,17,22,韩中艺人统筹
222,company,60,74,星乐湖（北京）文化传媒有限公司
222,position,75,79,演艺经纪部
223,company,58,72,北京中鼎基业房地产开发有限公司
223,position,73,75,总经理
224,company,2,6,荷银亚洲业
225,company,52,65,上海游佳网络信息技术有限公司
225,position,66,68,副总裁
225,name,69,71,仲文军
226,address,4,13,纳斯达克股票交易中心
227,address,2,3,中山
227,government,71,83,广东省中山市公安局交警支队
228,name,21,23,李小璐
228,name,31,32,孙俪
228,position,38,40,摄影师
228,name,58,60,张艺谋
228,position,66,68,摄影师
229,company,0,1,宝钢
230,organization,24,32,清华大学互联网协会
230,position,33,34,主席
230,company,61,74,北京艺品风行国际文化有限公司
230,position,75,79,首席执行官
231,name,0,1,林萧
231,position,3,9,80后代表作家
231,position,11,12,诗人
231,position,14,18,媒体评论员
231,movie,26,29,《苦夏》
231,book,33,38,《朋友别哭》
231,book,43,48,《指点江山》
231,organization,54,55,广东
231,position,63,69,80后代表作家
231,position,71,72,诗人
231,position,74,78,媒体评论员
232,government,64,77,河南省息县公安局白土店派出所
232,position,78,79,民警
233,book,0,5,《作秀为王》
233,book,7,14,《从底层滚出来》
233,position,15,16,作者
233,movie,23,33,《理想到底是不是骗子》
